value	group
0.691554	Beta
0.690795	Beta
0.69566	Beta
0.695444	Beta
0.699174	Beta
0.68597	Beta
0.699702	Beta
0.688913	Beta
0.686535	Beta
0.686142	Beta
0.704365	Beta
0.70387	Beta
0.702423	Beta
0.686871	Beta
0.688227	Beta
0.693666	Beta
0.692846	Beta
0.687245	Beta
0.685871	Beta
0.697281	Beta
0.695965	Beta
0.701712	Beta
0.694913	Beta
0.697423	Beta
0.696923	Beta
0.695124	Beta
0.696434	Beta
0.696422	Beta
0.695786	Beta
0.693609	Beta
0.690273	Beta
0.695116	Beta
0.693842	Beta
0.695606	Beta
0.698341	Beta
0.695016	Beta
0.687766	Beta
0.695978	Beta
0.688575	Beta
0.688395	Beta
0.69321	Beta
0.688557	Beta
0.689456	Beta
0.693183	Beta
0.694351	Beta
0.692836	Beta
0.697954	Beta
0.696808	Beta
0.693142	Beta
0.688104	Beta
0.688819	Beta
0.702171	Beta
0.696614	Beta
0.696829	Beta
0.696866	Beta
0.696489	Beta
0.696301	Beta
0.703254	Beta
0.70477	Beta
0.701256	Beta
0.700961	Beta
0.694421	Beta
0.695301	Beta
0.692111	Beta
0.688737	Beta
0.694834	Beta
0.692663	Beta
0.694145	Beta
0.696357	Beta
0.695139	Beta
0.696086	Beta
0.693979	Beta
0.695551	Beta
0.70776	Beta
0.707507	Beta
0.708971	Beta
0.682816	Beta
0.686291	Beta
0.68383	Beta
0.690267	Beta
0.689442	Beta
0.691642	Beta
0.69457	Beta
0.708412	Beta
0.700816	Beta
0.695601	Beta
0.697444	Beta
0.694053	Beta
0.694175	Beta
0.691166	Beta
0.6911	Beta
0.696595	Beta
0.693872	Beta
0.699078	Beta
0.694772	Beta
0.692589	Beta
0.695275	Beta
0.693785	Beta
0.691927	Beta
0.688947	Beta
0.694165	Beta
0.691527	Beta
0.690664	Beta
0.691376	Beta
0.692179	Beta
0.685022	Beta
0.686429	Beta
0.685787	Beta
0.69877	Beta
0.69341	Beta
0.693496	Beta
0.696779	Beta
0.690837	Beta
0.684193	Beta
0.683208	Beta
0.70194	Beta
0.702139	Beta
0.691356	Beta
0.699083	Beta
0.688813	Beta
0.689063	Beta
0.697972	Beta
0.704407	Beta
0.688589	Beta
0.687984	Beta
0.695161	Beta
0.702061	Beta
0.695014	Beta
0.69855	Beta
0.698559	Beta
0.696738	Beta
0.692542	Beta
0.696118	Beta
0.698152	Beta
0.698758	Beta
0.699065	Beta
0.693798	Beta
0.691837	Beta
0.694946	Beta
0.698365	Beta
0.69421	Beta
0.697536	Beta
0.696675	Beta
0.695257	Beta
0.694093	Beta
0.693839	Beta
0.685406	Beta
0.690861	Beta
0.692906	Beta
0.69857	Beta
0.692934	Beta
0.700274	Beta
0.693339	Beta
0.692798	Beta
0.68778	Beta
0.687643	Beta
0.694183	Beta
0.694087	Beta
0.692392	Beta
0.692061	Beta
0.692178	Beta
0.698481	Beta
0.697093	Beta
0.696658	Beta
0.694803	Beta
0.695207	Beta
0.691743	Beta
0.699368	Beta
0.698214	Beta
0.694235	Beta
0.697236	Beta
0.696122	Beta
0.69903	Beta
0.6909	Beta
0.69488	Beta
0.69531	Beta
0.694793	Beta
0.680281	Beta
0.69006	Beta
0.694258	Beta
0.695259	Beta
0.69386	Beta
0.697815	Beta
0.698281	Beta
0.704601	Beta
0.706697	Beta
0.689084	Beta
0.691028	Beta
0.688617	Beta
0.688696	Beta
0.691962	Beta
0.691075	Beta
0.688697	Beta
0.694227	Beta
0.696789	Beta
0.69567	Beta
0.689172	Beta
0.696539	Beta
0.694299	Beta
0.693126	Beta
0.691941	Beta
0.705759	Beta
0.699322	Beta
0.690347	Beta
0.691837	Beta
0.691136	Beta
0.685928	Beta
0.707542	Beta
0.69959	Beta
0.687434	Beta
0.686933	Beta
0.69245	Beta
0.692842	Beta
0.689727	Beta
0.692197	Beta
0.694324	Beta
0.69522	Beta
0.695111	Beta
0.686206	Beta
0.698196	Beta
0.699862	Beta
0.70106	Beta
0.694565	Beta
0.692585	Beta
0.696394	Beta
0.698036	Beta
0.695592	Beta
0.688324	Beta
0.688874	Beta
0.701078	Beta
0.70013	Beta
0.695266	Beta
0.703478	Beta
0.694163	Beta
0.696213	Beta
0.698189	Beta
0.699072	Beta
0.697539	Beta
0.698817	Beta
0.696471	Beta
0.696224	Beta
0.698194	Beta
0.701199	Beta
0.693528	Beta
0.694658	Beta
0.688843	Beta
0.691978	Beta
0.700622	Beta
0.697527	Beta
0.703854	Beta
0.702393	Beta
0.695124	Beta
0.697214	Beta
0.693321	Beta
0.693915	Beta
0.697541	Beta
0.693075	Beta
0.690792	Beta
0.691735	Beta
0.690771	Beta
0.69614	Beta
0.698068	Beta
0.693912	Beta
0.69539	Beta
0.697673	Beta
0.697264	Beta
0.698372	Beta
0.695846	Beta
0.697607	Beta
0.699228	Beta
0.691832	Beta
0.7004	Beta
0.698539	Beta
0.695667	Beta
0.69545	Beta
0.692051	Beta
0.695468	Beta
0.698477	Beta
0.685847	Beta
0.692361	Beta
0.694158	Beta
0.693452	Beta
0.692605	Beta
0.698331	Beta
0.691893	Beta
0.691904	Beta
0.701057	Beta
0.700037	Beta
0.700143	Beta
0.692549	Beta
0.679158	Beta
0.69744	Beta
0.697734	Beta
0.696046	Beta
0.693733	Beta
0.693801	Beta
0.684676	Beta
0.689403	Beta
0.701616	Beta
0.699825	Beta
0.683986	Beta
0.693615	Beta
0.691103	Beta
0.692212	Beta
0.692724	Beta
0.693843	Beta
0.694403	Beta
0.697493	Beta
0.697456	Beta
0.694165	Beta
0.693849	Beta
0.693845	Beta
0.690424	Beta
0.698353	Beta
0.69809	Beta
0.701961	Beta
0.693467	Beta
0.691207	Beta
0.690902	Beta
0.697989	Beta
0.697508	Beta
0.696556	Beta
0.6916	Beta
0.695905	Beta
0.709351	Beta
0.703931	Beta
0.70308	Beta
0.69382	Beta
0.6881	Beta
0.686222	Beta
0.696798	Beta
0.699678	Beta
0.700362	Beta
0.700117	Beta
0.702047	Beta
0.693075	Beta
0.693576	Beta
0.683913	Beta
0.694843	Beta
0.696216	Beta
0.6909	Beta
0.69213	Beta
0.683069	Beta
0.682465	Beta
0.69351	Beta
0.691969	Beta
0.695307	Beta
0.694128	Beta
0.696105	Beta
0.696838	Beta
0.697092	Beta
0.692243	Beta
0.688908	Beta
0.694777	Beta
0.697209	Beta
0.695634	Beta
0.695087	Beta
0.697001	Beta
0.686923	Beta
0.690084	Beta
0.694724	Beta
0.695139	Beta
0.694236	Beta
0.695198	Beta
0.697681	Beta
0.69751	Beta
0.69691	Beta
0.686485	Beta
0.686787	Beta
0.688046	Beta
0.688461	Beta
0.683422	Beta
0.684212	Beta
0.683808	Beta
0.69816	Beta
0.688122	Beta
0.692485	Beta
0.692474	Beta
0.694789	Beta
0.692235	Beta
0.694966	Beta
0.697852	Beta
0.697503	Beta
0.693839	Beta
0.699268	Beta
0.694931	Beta
0.688655	Beta
0.694631	Beta
0.692872	Beta
0.698882	Beta
0.700563	Beta
0.697236	Beta
0.694612	Beta
0.703501	Beta
0.698742	Beta
0.693122	Beta
0.688298	Beta
0.69869	Beta
0.693043	Beta
0.692805	Beta
0.69146	Beta
0.690174	Beta
0.689096	Beta
0.698682	Beta
0.70101	Beta
0.69158	Beta
0.691996	Beta
0.698133	Beta
0.702755	Beta
0.698776	Beta
0.69522	Beta
0.69472	Beta
0.68787	Beta
0.691367	Beta
0.691328	Beta
0.692464	Beta
0.693413	Beta
0.691345	Beta
0.683122	Beta
0.683599	Beta
0.682919	Beta
0.700286	Beta
0.700824	Beta
0.700856	Beta
0.700888	Beta
0.696701	Beta
0.694463	Beta
0.703615	Beta
0.703891	Beta
0.701385	Beta
0.689862	Beta
0.686583	Beta
0.686488	Beta
0.692074	Beta
0.692523	Beta
0.689449	Beta
0.688317	Beta
0.701196	Beta
0.696399	Beta
0.697695	Beta
0.685193	Beta
0.696994	Beta
0.695732	Beta
0.695357	Beta
0.69394	Beta
0.692841	Beta
0.69415	Beta
0.692896	Beta
0.697527	Beta
0.695167	Beta
0.688336	Beta
0.693874	Beta
0.698541	Beta
0.696916	Beta
0.696513	Beta
0.68689	Beta
0.689815	Beta
0.698679	Beta
0.697894	Beta
0.693877	Beta
0.686598	Beta
0.698455	Beta
0.690341	Beta
0.688444	Beta
0.689873	Beta
0.687373	Beta
0.688158	Beta
0.699725	Beta
0.701546	Beta
0.698006	Beta
0.70116	Beta
0.686271	Beta
0.686781	Beta
0.703402	Beta
0.681879	Beta
0.68166	Beta
0.69931	Beta
0.693296	Beta
0.693759	Beta
0.693633	Beta
0.682829	Beta
0.692506	Beta
0.692933	Beta
0.686379	Beta
0.691414	Beta
0.696538	Beta
0.688587	Beta
0.689671	Beta
0.689031	Beta
0.690831	Beta
0.695033	Beta
0.696268	Beta
0.694107	Beta
0.688372	Beta
0.687483	Beta
0.684198	Beta
0.684233	Beta
0.684678	Beta
0.698068	Beta
0.695623	Beta
0.692003	Beta
0.689487	Beta
0.697506	Beta
0.698006	Beta
0.700727	Beta
0.695756	Beta
0.699113	Beta
0.697659	Beta
0.689864	Beta
0.690204	Beta
0.690333	Beta
0.6871	Beta
0.69245	Beta
0.692341	Beta
0.693473	Beta
0.693359	Beta
0.697875	Beta
0.702524	Beta
0.686362	Beta
0.701416	Beta
0.701781	Beta
0.697196	Beta
0.705934	Beta
0.689551	Beta
0.688484	Beta
0.692998	Beta
0.694847	Beta
0.694753	Beta
0.700403	Beta
0.701659	Beta
0.696134	Beta
0.696785	Beta
0.691829	Beta
0.692792	Beta
0.687769	Beta
0.689222	Beta
0.696163	Beta
0.697438	Beta
0.698175	Beta
0.701866	Beta
0.699992	Beta
0.685625	Beta
0.702769	Beta
0.702637	Beta
0.692827	Beta
0.690518	Beta
0.688826	Beta
0.705258	Beta
0.691338	Beta
0.69075	Beta
0.696556	Beta
0.690904	Beta
0.69845	Beta
0.690922	Beta
0.689348	Beta
0.698482	Beta
0.693936	Beta
0.700254	Beta
0.688672	Beta
0.702267	Beta
0.700143	Beta
0.693432	Beta
0.685135	Beta
0.690865	Beta
0.69977	Beta
0.688497	Beta
0.694863	Beta
0.700746	Beta
0.687073	Beta
0.706244	Beta
0.696584	Beta
0.698045	Beta
0.697956	Beta
0.698744	Beta
0.698302	Beta
0.69769	Beta
0.696728	Beta
0.695921	Beta
0.693397	Beta
0.695672	Beta
0.694643	Beta
0.694437	Beta
0.692545	Beta
0.68779	Beta
0.689901	Beta
0.700584	Beta
0.689202	Beta
0.698132	Beta
0.690975	Beta
0.694745	Beta
0.691189	Beta
0.698715	Beta
0.689442	Beta
0.691486	Beta
0.688203	Beta
0.688027	Beta
0.68702	Beta
0.687814	Beta
0.691374	Beta
0.691696	Beta
0.695054	Beta
0.701662	Beta
0.685254	Beta
0.685689	Beta
0.691153	Beta
0.687674	Beta
0.687658	Beta
0.695831	Beta
0.699707	Beta
0.694018	Beta
0.695881	Beta
0.68797	Beta
0.698627	Beta
0.689936	Beta
0.688798	Beta
0.694386	Beta
0.689687	Beta
0.693775	Beta
0.694833	Beta
0.694333	Beta
0.694004	Beta
0.694282	Beta
0.693406	Beta
0.701979	Beta
0.68376	Beta
0.700729	Beta
0.696425	Beta
0.686031	Beta
0.686421	Beta
0.695454	Beta
0.692778	Beta
0.69945	Beta
0.685577	Beta
0.687705	Beta
0.688686	Beta
0.691965	Beta
0.688524	Beta
0.706152	Beta
0.696058	Beta
0.696735	Beta
0.695016	Beta
0.695518	Beta
0.693443	Beta
0.690175	Beta
0.691236	Beta
0.694021	Beta
0.695513	Beta
0.694627	Beta
0.695437	Beta
0.697864	Beta
0.697632	Beta
0.700007	Beta
0.697069	Beta
0.689902	Beta
0.692494	Beta
0.694131	Beta
0.693635	Beta
0.701834	Beta
0.68133	Beta
0.691879	Beta
0.691644	Beta
0.692441	Beta
0.69234	Beta
0.69179	Beta
0.693595	Beta
0.690867	Beta
0.701254	Beta
0.691112	Beta
0.69136	Beta
0.691465	Beta
0.693081	Beta
0.69326	Beta
0.704853	Beta
0.704042	Beta
0.699593	Beta
0.695244	Beta
0.687843	Beta
0.688244	Beta
0.700908	Beta
0.699895	Beta
0.700733	Beta
0.700506	Beta
0.702996	Beta
0.690923	Beta
0.69168	Beta
0.696227	Beta
0.696072	Beta
0.694173	Beta
0.694383	Beta
0.695548	Beta
0.695972	Beta
0.695986	Beta
0.696264	Beta
0.695865	Beta
0.691621	Beta
0.697957	Beta
0.701025	Beta
0.701239	Beta
0.700532	Beta
0.700315	Beta
0.697025	Beta
0.696381	Beta
0.693834	Beta
0.688403	Beta
0.691096	Beta
0.696502	Beta
0.693485	Beta
0.693977	Beta
0.696482	Beta
0.70091	Beta
0.696566	Beta
0.699048	Beta
0.700354	Beta
0.699732	Beta
0.687654	Beta
0.691811	Beta
0.683081	Beta
0.703488	Beta
0.695562	Beta
0.693684	Beta
0.695646	Beta
0.695605	Beta
0.688061	Beta
0.687569	Beta
0.698253	Beta
0.694534	Beta
0.701031	Beta
0.698763	Beta
0.699403	Beta
0.6986	Beta
0.695475	Beta
0.695438	Beta
0.691568	Beta
0.689543	Beta
0.689511	Beta
0.687908	Beta
0.686229	Beta
0.685541	Beta
0.699922	Beta
0.6996	Beta
0.698553	Beta
0.682892	Beta
0.681057	Beta
0.680951	Beta
0.6954	Beta
0.693148	Beta
0.693711	Beta
0.693983	Beta
0.690727	Beta
0.688627	Beta
0.689424	Beta
0.68769	Beta
0.68625	Beta
0.691354	Beta
0.69023	Beta
0.698839	Beta
0.691819	Beta
0.701865	Beta
0.689773	Beta
0.691478	Beta
0.691628	Beta
0.694432	Beta
0.699885	Beta
0.6964	Beta
0.683907	Beta
0.69557	Beta
0.693934	Beta
0.701472	Beta
0.684729	Beta
0.695832	Beta
0.694099	Beta
0.695341	Beta
0.699608	Beta
0.699674	Beta
0.699187	Beta
0.701732	Beta
0.701557	Beta
0.699234	Beta
0.695026	Beta
0.700911	Beta
0.694484	Beta
0.699644	Beta
0.687695	Beta
0.688622	Beta
0.693254	Beta
0.689677	Beta
0.694365	Beta
0.692989	Beta
0.696029	Beta
0.692888	Beta
0.688273	Beta
0.690711	Beta
0.688715	Beta
0.688259	Beta
0.688664	Beta
0.697483	Beta
0.695752	Beta
0.694696	Beta
0.695489	Beta
0.687125	Beta
0.687725	Beta
0.695994	Beta
0.690373	Beta
0.694639	Beta
0.696226	Beta
0.698777	Beta
0.688797	Beta
0.693505	Beta
0.692868	Beta
0.697598	Beta
0.692837	Beta
0.696906	Beta
0.691868	Beta
0.691613	Beta
0.699431	Beta
0.695364	Beta
0.70034	Beta
0.687845	Beta
0.68757	Beta
0.697553	Beta
0.701234	Beta
0.694182	Beta
0.695745	Beta
0.687821	Beta
0.690582	Beta
0.688692	Beta
0.695196	Beta
0.695001	Beta
0.695325	Beta
0.692641	Beta
0.692226	Beta
0.679592	Beta
0.683036	Beta
0.701289	Beta
0.685635	Beta
0.693763	Beta
0.69141	Beta
0.690111	Beta
0.692287	Beta
0.695334	Beta
0.69803	Beta
0.69732	Beta
0.694032	Beta
0.695839	Beta
0.700227	Beta
0.687303	Beta
0.704785	Beta
0.688296	Beta
0.689843	Beta
0.68763	Beta
0.687473	Beta
0.699259	Beta
0.700144	Beta
0.694642	Beta
0.684508	Beta
0.691219	Beta
0.693533	Beta
0.682242	Beta
0.685091	Beta
0.683989	Beta
0.693021	Beta
0.693303	Beta
0.694444	Beta
0.694447	Beta
0.69254	Beta
0.69326	Beta
0.691139	Beta
0.693228	Beta
0.696376	Beta
0.697492	Beta
0.690239	Beta
0.699564	Beta
0.697522	Beta
0.697671	Beta
0.691591	Beta
0.686153	Beta
0.690946	Beta
0.691241	Beta
0.691148	Beta
0.691468	Beta
0.691531	Beta
0.692132	Beta
0.689063	Beta
0.687217	Beta
0.690263	Beta
0.694247	Beta
0.701185	Beta
0.701834	Beta
0.703461	Beta
0.703527	Beta
0.695742	Beta
0.695334	Beta
0.696207	Beta
0.68853	Beta
0.686419	Beta
0.702928	Beta
0.69628	Beta
0.697297	Beta
0.69655	Beta
0.699033	Beta
0.699185	Beta
0.694074	Beta
0.692797	Beta
0.695938	Beta
0.692363	Beta
0.69435	Beta
0.701099	Beta
0.690655	Beta
0.693214	Beta
0.686004	Beta
0.696055	Beta
0.69827	Beta
0.69216	Beta
0.702415	Beta
0.704178	Beta
0.695328	Beta
0.694514	Beta
0.697153	Beta
0.68202	Beta
0.692094	Beta
0.692635	Beta
0.691435	Beta
0.694995	Beta
0.689274	Beta
0.690275	Beta
0.696059	Beta
0.699891	Beta
0.692202	Beta
0.692112	Beta
0.69075	Beta
0.696544	Beta
0.684217	Beta
0.68894	Beta
0.68418	Beta
0.682636	Beta
0.682347	Beta
0.682751	Beta
0.684675	Beta
0.693534	Beta
0.690398	Beta
0.699831	Beta
0.69056	Beta
0.697793	Beta
0.687173	Beta
0.68884	Beta
0.695089	Beta
0.695712	Beta
0.689812	Beta
0.692785	Beta
0.69808	Beta
0.697945	Beta
0.695056	Beta
0.694222	Beta
0.694397	Beta
0.687464	Beta
0.689233	Beta
0.69127	Beta
0.697029	Beta
0.693226	Beta
0.690746	Beta
0.696989	Beta
0.6983	Beta
0.686842	Beta
0.693088	Beta
0.69025	Beta
0.694083	Beta
0.698281	Beta
0.692933	Beta
0.694158	Beta
0.694078	Beta
0.694116	Beta
0.696787	Beta
0.696582	Beta
0.697169	Beta
0.690273	Beta
0.685986	Beta
0.696483	Beta
0.699054	Beta
0.698413	Beta
0.696121	Beta
0.698399	Beta
0.690645	Beta
0.69723	Beta
0.693115	Beta
0.687119	Beta
0.693567	Beta
0.687076	Beta
0.687624	Beta
0.694807	Beta
0.694564	Beta
0.694634	Beta
0.694935	Beta
0.696321	Beta
0.693288	Beta
0.694214	Beta
0.691593	Beta
0.692231	Beta
0.6918	Beta
0.695205	Beta
0.704018	Beta
0.694802	Beta
0.696892	Beta
0.691438	Beta
0.682046	Beta
0.682597	Beta
0.685458	Beta
0.68513	Beta
0.703693	Beta
0.68486	Beta
0.684779	Beta
0.692644	Beta
0.692897	Beta
0.69286	Beta
0.692119	Beta
0.694508	Beta
0.687448	Beta
0.690002	Beta
0.690637	Beta
0.699822	Beta
0.696376	Beta
0.687556	Beta
0.687979	Beta
0.699861	Beta
0.690775	Beta
0.691013	Beta
0.690477	Beta
0.690852	Beta
0.692597	Beta
0.695636	Beta
0.691929	Beta
0.682217	Beta
0.69738	Beta
0.694273	Beta
0.699382	Beta
0.694651	Beta
0.69886	Beta
0.699343	Beta
0.696596	Beta
0.696042	Beta
0.694592	Beta
0.68704	Beta
0.687579	Beta
0.695362	Beta
0.690899	Beta
0.689615	Beta
0.690374	Beta
0.693536	Beta
0.691307	Beta
0.68872	Beta
0.685147	Beta
0.684732	Beta
0.700798	Beta
0.6951	Beta
0.704344	Beta
0.688892	Beta
0.686595	Beta
0.684756	Beta
0.696016	Beta
0.689327	Beta
0.689304	Beta
0.688521	Beta
0.694489	Beta
0.690079	Beta
0.684032	Beta
0.68922	Beta
0.687053	Beta
0.70031	Beta
0.694935	Beta
0.693814	Beta
0.703312	Beta
0.689251	Beta
0.689607	Beta
0.702008	Beta
0.68567	Beta
0.702126	Beta
0.689342	Beta
0.691845	Beta
0.691533	Beta
0.693981	Beta
0.694533	Beta
0.695999	Beta
0.69389	Beta
0.694591	Beta
0.695918	Beta
0.704449	Beta
0.703146	Beta
0.699414	Beta
0.686512	Beta
0.690654	Beta
0.689956	Beta
0.692247	Beta
0.694005	Beta
0.692161	Beta
0.688887	Beta
0.690793	Beta
0.690973	Beta
0.684004	Beta
0.68435	Beta
0.692016	Beta
0.692197	Beta
0.69369	Beta
0.700549	Beta
0.702029	Beta
0.690677	Beta
0.6989	Beta
0.687306	Beta
0.692191	Beta
0.69177	Beta
0.688055	Beta
0.694065	Beta
0.692838	Beta
0.693854	Beta
0.694282	Beta
0.694744	Beta
0.697562	Beta
0.690905	Beta
0.687393	Beta
0.698626	Beta
0.691195	Beta
0.692659	Beta
0.695229	Beta
0.6969	Beta
0.694961	Beta
0.704629	Beta
0.700467	Beta
0.691354	Beta
0.694443	Beta
0.686925	Beta
0.687407	Beta
0.688036	Beta
0.68941	Beta
0.691456	Beta
0.689929	Beta
0.696939	Beta
0.696378	Beta
0.692532	Beta
0.694774	Beta
0.695544	Beta
0.693761	Beta
0.693973	Beta
0.694696	Beta
0.689548	Beta
0.691025	Beta
0.692506	Beta
0.695431	Beta
0.69796	Beta
0.691053	Beta
0.69063	Beta
0.693237	Beta
0.696173	Beta
0.690799	Beta
0.693841	Beta
0.694681	Beta
0.69421	Beta
0.696607	Beta
0.693009	Beta
0.694248	Beta
0.698157	Beta
0.690093	Beta
0.690626	Beta
0.684639	Beta
0.698482	Beta
0.693182	Beta
0.692988	Beta
0.695463	Beta
0.693345	Beta
0.699297	Beta
0.694474	Beta
0.6918	Beta
0.695866	Beta
0.69762	Beta
0.689086	Beta
0.699487	Beta
0.694124	Beta
0.692334	Beta
0.689061	Beta
0.689544	Beta
0.690799	Beta
0.691371	Beta
0.696287	Beta
0.694107	Beta
0.698221	Beta
0.698729	Beta
0.693052	Beta
0.69302	Beta
0.69357	Beta
0.699087	Beta
0.692085	Beta
0.692401	Beta
0.695661	Beta
0.691423	Beta
0.695174	Beta
0.698426	Beta
0.681784	Beta
0.68328	Beta
0.706423	Beta
0.706138	Beta
0.68704	Beta
0.699498	Beta
0.688126	Beta
0.695621	Beta
0.698215	Beta
0.697169	Beta
0.691768	Beta
0.692537	Beta
0.696173	Beta
0.699061	Beta
0.699643	Beta
0.700724	Beta
0.700098	Beta
0.696155	Beta
0.698677	Beta
0.696315	Beta
0.695808	Beta
0.692011	Beta
0.688579	Beta
0.692658	Beta
0.692965	Beta
0.692809	Beta
0.695139	Beta
0.693983	Beta
0.693796	Beta
0.696158	Beta
0.690838	Beta
0.692424	Beta
0.698812	Beta
0.687881	Beta
0.691099	Beta
0.682918	Beta
0.694164	Beta
0.689291	Beta
0.688871	Beta
0.695623	Beta
0.691833	Beta
0.697651	Beta
0.697699	Beta
0.698624	Beta
0.69425	Beta
0.693563	Beta
0.697796	Beta
0.697231	Beta
0.703026	Beta
0.686736	Beta
0.699115	Beta
0.69694	Beta
0.700022	Beta
0.697084	Beta
0.69753	Beta
0.696058	Beta
0.698199	Beta
0.69657	Beta
0.684215	Beta
0.683056	Beta
0.692057	Beta
0.690663	Beta
0.691222	Beta
0.690556	Beta
0.687189	Beta
0.692432	Beta
0.692006	Beta
0.69138	Beta
0.692294	Beta
0.692813	Beta
0.696159	Beta
0.68898	Beta
0.698393	Beta
0.694014	Beta
0.688067	Beta
0.697137	Beta
0.696019	Beta
0.69271	Beta
0.683068	Beta
0.696254	Beta
0.699796	Beta
0.701036	Beta
0.701194	Beta
0.698755	Beta
0.698899	Beta
0.694773	Beta
0.694337	Beta
0.695311	Beta
0.695536	Beta
0.697339	Beta
0.696224	Beta
0.691938	Beta
0.691161	Beta
0.686738	Beta
0.687049	Beta
0.688887	Beta
0.690777	Beta
0.689899	Beta
0.691424	Beta
0.69419	Beta
0.695706	Beta
0.690646	Beta
0.691814	Beta
0.692722	Beta
0.693018	Beta
0.693651	Beta
0.691971	Beta
0.690075	Beta
0.692889	Beta
0.692889	Beta
0.690863	Beta
0.692705	Beta
0.693212	Beta
0.694979	Beta
0.690725	Beta
0.691811	Beta
0.688562	Beta
0.68943	Beta
0.695892	Beta
0.699336	Beta
0.69069	Beta
0.698239	Beta
0.697263	Beta
0.694966	Beta
0.694903	Beta
0.694952	Beta
0.693908	Beta
0.688907	Beta
0.690894	Beta
0.691767	Beta
0.687507	Beta
0.692168	Beta
0.692408	Beta
0.698654	Beta
0.696718	Beta
0.69647	Beta
0.701865	Beta
0.69911	Beta
0.692996	Beta
0.696405	Beta
0.695286	Beta
0.694276	Beta
0.697683	Beta
0.697076	Beta
0.69624	Beta
0.699287	Beta
0.700112	Beta
0.698471	Beta
0.697641	Beta
0.689933	Beta
0.689605	Beta
0.691325	Beta
0.692562	Beta
0.697788	Beta
0.692464	Beta
0.695759	Beta
0.698077	Beta
0.694398	Beta
0.693555	Beta
0.695378	Beta
0.699798	Beta
0.700085	Beta
0.69386	Beta
0.696207	Beta
0.690995	Beta
0.702849	Beta
0.697036	Beta
0.701831	Beta
0.689591	Beta
0.689314	Beta
0.696819	Beta
0.694659	Beta
0.697813	Beta
0.701249	Beta
0.700986	Beta
0.698478	Beta
0.697156	Beta
0.697037	Beta
0.690665	Beta
0.682653	Beta
0.701641	Beta
0.685165	Beta
0.694897	Beta
0.690725	Beta
0.696655	Beta
0.696275	Beta
0.692757	Beta
0.701991	Beta
0.6868	Beta
0.69431	Beta
0.693163	Beta
0.690189	Beta
0.689895	Beta
0.700173	Beta
0.690648	Beta
0.690985	Beta
0.686358	Beta
0.695702	Beta
0.69338	Beta
0.696463	Beta
0.683563	Beta
0.697328	Beta
0.697365	Beta
0.696522	Beta
0.695284	Beta
0.697689	Beta
0.696185	Beta
0.687529	Beta
0.688763	Beta
0.688613	Beta
0.698648	Beta
0.689574	Beta
0.689544	Beta
0.694213	Beta
0.688685	Beta
0.685657	Beta
0.7026	Beta
0.69196	Beta
0.690728	Beta
0.700098	Beta
0.691155	Beta
0.699067	Beta
0.685603	Beta
0.685649	Beta
0.692832	Beta
0.691628	Beta
0.691434	Beta
0.692112	Beta
0.691401	Beta
0.691183	Beta
0.692447	Beta
0.695509	Beta
0.698846	Beta
0.695848	Beta
0.696899	Beta
0.696058	Beta
0.702256	Beta
0.700406	Beta
0.696107	Beta
0.694043	Beta
0.693483	Beta
0.698501	Beta
0.693696	Beta
0.691332	Beta
0.700098	Beta
0.700983	Beta
0.692404	Beta
0.690809	Beta
0.690915	Beta
0.694867	Beta
0.698271	Beta
0.688548	Beta
0.697862	Beta
0.692748	Beta
0.692426	Beta
0.706669	Beta
0.703923	Beta
0.700351	Beta
0.68616	Beta
0.692181	Beta
0.69227	Beta
0.691808	Beta
0.694599	Beta
0.696371	Beta
0.694983	Beta
0.688728	Beta
0.695844	Beta
0.700743	Beta
0.70163	Beta
0.69637	Beta
0.697025	Beta
0.698155	Beta
0.699693	Beta
0.690016	Beta
0.688952	Beta
0.697767	Beta
0.686697	Beta
0.697394	Beta
0.696188	Beta
0.687096	Beta
0.697483	Beta
0.691748	Beta
0.69577	Beta
0.68912	Beta
0.6889	Beta
0.688431	Beta
0.689052	Beta
0.697099	Beta
0.695697	Beta
0.696856	Beta
0.697124	Beta
0.698405	Beta
0.698031	Beta
0.688848	Beta
0.707158	Beta
0.691911	Beta
0.69234	Beta
0.690519	Beta
0.690799	Beta
0.698449	Beta
0.70446	Beta
0.685207	Beta
0.692997	Beta
0.692789	Beta
0.68892	Beta
0.693363	Beta
0.688517	Beta
0.692265	Beta
0.696504	Beta
0.697703	Beta
0.690697	Beta
0.691396	Beta
0.700036	Beta
0.692648	Beta
0.699062	Beta
0.701049	Beta
0.701835	Beta
0.701756	Beta
0.699251	Beta
0.698975	Beta
0.698328	Beta
0.695479	Beta
0.699843	Beta
0.695208	Beta
0.694872	Beta
0.694226	Beta
0.692388	Beta
0.697741	Beta
0.692472	Beta
0.693834	Beta
0.693896	Beta
0.692158	Beta
0.691672	Beta
0.682598	Beta
0.687352	Beta
0.684737	Beta
0.706128	Beta
0.683087	Beta
0.682206	Beta
0.702826	Beta
0.70131	Beta
0.702132	Beta
0.695159	Beta
0.694659	Beta
0.693811	Beta
0.694982	Beta
0.697648	Beta
0.697081	Beta
0.684204	Beta
0.687043	Beta
0.69663	Beta
0.697533	Beta
0.694805	Beta
0.702872	Beta
0.699779	Beta
0.692265	Beta
0.692203	Beta
0.695732	Beta
0.690369	Beta
0.689146	Beta
0.693041	Beta
0.695382	Beta
