value	group
0.696652	Beta
0.699742	Beta
0.684127	Beta
0.6994	Beta
0.699553	Beta
0.699869	Beta
0.694523	Beta
0.693878	Beta
0.693949	Beta
0.69819	Beta
0.695404	Beta
0.696977	Beta
0.699013	Beta
0.698971	Beta
0.707373	Beta
0.704335	Beta
0.704034	Beta
0.702704	Beta
0.695156	Beta
0.697995	Beta
0.70014	Beta
0.697842	Beta
0.699681	Beta
0.69878	Beta
0.698465	Beta
0.69587	Beta
0.693374	Beta
0.697047	Beta
0.683674	Beta
0.68489	Beta
0.685928	Beta
0.685043	Beta
0.68652	Beta
0.691971	Beta
0.690327	Beta
0.70064	Beta
0.695735	Beta
0.698998	Beta
0.683674	Beta
0.690471	Beta
0.68753	Beta
0.690348	Beta
0.690032	Beta
0.693597	Beta
0.692723	Beta
0.692287	Beta
0.692575	Beta
0.689276	Beta
0.696479	Beta
0.695096	Beta
0.694741	Beta
0.699596	Beta
0.699155	Beta
0.698608	Beta
0.69901	Beta
0.69077	Beta
0.698753	Beta
0.694378	Beta
0.690242	Beta
0.693293	Beta
0.6859	Beta
0.685976	Beta
0.686015	Beta
0.695177	Beta
0.690915	Beta
0.691107	Beta
0.69188	Beta
0.689619	Beta
0.685918	Beta
0.684695	Beta
0.682749	Beta
0.69781	Beta
0.697477	Beta
0.694887	Beta
0.691295	Beta
0.688601	Beta
0.689341	Beta
0.686025	Beta
0.703786	Beta
0.691969	Beta
0.692149	Beta
0.693745	Beta
0.685593	Beta
0.684368	Beta
0.68404	Beta
0.694565	Beta
0.692128	Beta
0.691373	Beta
0.69105	Beta
0.700301	Beta
0.698145	Beta
0.695214	Beta
0.691045	Beta
0.692335	Beta
0.691247	Beta
0.691355	Beta
0.690565	Beta
0.690657	Beta
0.689599	Beta
0.688374	Beta
0.690683	Beta
0.690674	Beta
0.690675	Beta
0.690348	Beta
0.683842	Beta
0.685332	Beta
0.68094	Beta
0.691629	Beta
0.691114	Beta
0.687385	Beta
0.684777	Beta
0.68643	Beta
0.698168	Beta
0.692561	Beta
0.690675	Beta
0.686027	Beta
0.686784	Beta
0.69721	Beta
0.690867	Beta
0.690588	Beta
0.688021	Beta
0.689135	Beta
0.693223	Beta
0.694672	Beta
0.695059	Beta
0.690831	Beta
0.689798	Beta
0.689692	Beta
0.694692	Beta
0.69451	Beta
0.686502	Beta
0.689201	Beta
0.691664	Beta
0.686427	Beta
0.686645	Beta
0.700415	Beta
0.699467	Beta
0.690555	Beta
0.700357	Beta
0.700768	Beta
0.692221	Beta
0.693253	Beta
0.690071	Beta
0.691162	Beta
0.689828	Beta
0.691583	Beta
0.688859	Beta
0.688611	Beta
0.694967	Beta
0.690986	Beta
0.690762	Beta
0.689029	Beta
0.688615	Beta
0.690057	Beta
0.695807	Beta
0.689292	Beta
0.691987	Beta
0.687312	Beta
0.692416	Beta
0.686167	Beta
0.689229	Beta
0.689385	Beta
0.692455	Beta
0.697549	Beta
0.693656	Beta
0.696617	Beta
0.69378	Beta
0.700077	Beta
0.698453	Beta
0.704022	Beta
0.695808	Beta
0.688992	Beta
0.690247	Beta
0.692448	Beta
0.689384	Beta
0.692086	Beta
0.689127	Beta
0.688224	Beta
0.685868	Beta
0.688076	Beta
0.687185	Beta
0.69446	Beta
0.694384	Beta
0.696456	Beta
0.692647	Beta
0.693989	Beta
0.691094	Beta
0.691954	Beta
0.69132	Beta
0.691437	Beta
0.69088	Beta
0.692297	Beta
0.706359	Beta
0.692389	Beta
0.690637	Beta
0.697281	Beta
0.692878	Beta
0.692956	Beta
0.691729	Beta
0.690358	Beta
0.690808	Beta
0.688395	Beta
0.688807	Beta
0.687019	Beta
0.683477	Beta
0.683098	Beta
0.687515	Beta
0.687382	Beta
0.700107	Beta
0.69863	Beta
0.697442	Beta
0.700033	Beta
0.697441	Beta
0.693972	Beta
0.689031	Beta
0.692282	Beta
0.687593	Beta
0.697405	Beta
0.695449	Beta
0.695213	Beta
0.694076	Beta
0.6924	Beta
0.696166	Beta
0.680186	Beta
0.683907	Beta
0.691341	Beta
0.690353	Beta
0.69931	Beta
0.69102	Beta
0.698958	Beta
0.686387	Beta
0.687235	Beta
0.687367	Beta
0.68663	Beta
0.688222	Beta
0.690113	Beta
0.690216	Beta
0.692605	Beta
0.696564	Beta
0.688563	Beta
0.691402	Beta
0.683539	Beta
0.688326	Beta
0.68868	Beta
0.692042	Beta
0.68276	Beta
0.679939	Beta
0.677227	Beta
0.706157	Beta
0.689092	Beta
0.691605	Beta
0.696511	Beta
0.698537	Beta
0.696762	Beta
0.692292	Beta
0.685951	Beta
0.700389	Beta
0.700174	Beta
0.698343	Beta
0.698844	Beta
0.685221	Beta
0.686353	Beta
0.690759	Beta
0.69002	Beta
0.687947	Beta
0.690016	Beta
0.690557	Beta
0.69411	Beta
0.699037	Beta
0.684589	Beta
0.686929	Beta
0.688518	Beta
0.688989	Beta
0.688657	Beta
0.689013	Beta
0.688819	Beta
0.687553	Beta
0.6953	Beta
0.697009	Beta
0.697804	Beta
0.692845	Beta
0.692839	Beta
0.697965	Beta
0.696824	Beta
0.695198	Beta
0.696685	Beta
0.694801	Beta
0.696218	Beta
0.694959	Beta
0.697073	Beta
0.690198	Beta
0.690864	Beta
0.691542	Beta
0.692181	Beta
0.693791	Beta
0.707742	Beta
0.708185	Beta
0.68588	Beta
0.693607	Beta
0.693596	Beta
0.689057	Beta
0.685394	Beta
0.69118	Beta
0.694008	Beta
0.697449	Beta
0.69889	Beta
0.701008	Beta
0.690912	Beta
0.691212	Beta
0.691571	Beta
0.688289	Beta
0.698533	Beta
0.696886	Beta
0.697609	Beta
0.696292	Beta
0.693853	Beta
0.69174	Beta
0.690584	Beta
0.705841	Beta
0.694087	Beta
0.694094	Beta
0.68766	Beta
0.685655	Beta
0.689701	Beta
0.688074	Beta
0.698633	Beta
0.687779	Beta
0.68818	Beta
0.689129	Beta
0.69255	Beta
0.692764	Beta
0.692582	Beta
0.694516	Beta
0.70306	Beta
0.694504	Beta
0.690225	Beta
0.694721	Beta
0.68842	Beta
0.693516	Beta
0.693072	Beta
0.692804	Beta
0.68568	Beta
0.684116	Beta
0.70408	Beta
0.699095	Beta
0.693839	Beta
0.693325	Beta
0.69141	Beta
0.693643	Beta
0.693364	Beta
0.693869	Beta
0.694789	Beta
0.696816	Beta
0.687928	Beta
0.687302	Beta
0.683593	Beta
0.681159	Beta
0.689711	Beta
0.691512	Beta
0.685645	Beta
0.699316	Beta
0.686101	Beta
0.686118	Beta
0.693135	Beta
0.691662	Beta
0.697694	Beta
0.699033	Beta
0.690162	Beta
0.691861	Beta
0.686635	Beta
0.687297	Beta
0.687649	Beta
0.697109	Beta
0.698127	Beta
0.691728	Beta
0.694945	Beta
0.697707	Beta
0.690304	Beta
0.692534	Beta
0.688411	Beta
0.691161	Beta
0.692334	Beta
0.691147	Beta
0.691318	Beta
0.701801	Beta
0.700449	Beta
0.701698	Beta
0.69831	Beta
0.700652	Beta
0.699296	Beta
0.700582	Beta
0.695311	Beta
0.693811	Beta
0.691828	Beta
0.694117	Beta
0.694773	Beta
0.700361	Beta
0.700152	Beta
0.698771	Beta
0.697443	Beta
0.6942	Beta
0.694167	Beta
0.691758	Beta
0.694094	Beta
0.705558	Beta
0.706887	Beta
0.689054	Beta
0.687892	Beta
0.691725	Beta
0.692689	Beta
0.694391	Beta
0.688198	Beta
0.684351	Beta
0.683443	Beta
0.689695	Beta
0.693401	Beta
0.691714	Beta
0.695509	Beta
0.695546	Beta
0.691919	Beta
0.690511	Beta
0.696275	Beta
0.698023	Beta
0.695688	Beta
0.69616	Beta
0.694931	Beta
0.699264	Beta
0.685031	Beta
0.685766	Beta
0.69494	Beta
0.695706	Beta
0.693872	Beta
0.69431	Beta
0.691718	Beta
0.691988	Beta
0.691309	Beta
0.691989	Beta
0.691255	Beta
0.691235	Beta
0.6914	Beta
0.690901	Beta
0.689194	Beta
0.693941	Beta
0.692737	Beta
0.690119	Beta
0.698832	Beta
0.692215	Beta
0.694369	Beta
0.694146	Beta
0.691407	Beta
0.692042	Beta
0.694466	Beta
0.690193	Beta
0.690257	Beta
0.6902	Beta
0.694934	Beta
0.69409	Beta
0.693741	Beta
0.692136	Beta
0.692985	Beta
0.691326	Beta
0.691913	Beta
0.693952	Beta
0.701741	Beta
0.696312	Beta
0.696029	Beta
0.696469	Beta
0.697752	Beta
0.687452	Beta
0.689504	Beta
0.695072	Beta
0.678649	Beta
0.684925	Beta
0.688184	Beta
0.695537	Beta
0.702587	Beta
0.691371	Beta
0.689058	Beta
0.689521	Beta
0.686697	Beta
0.697071	Beta
0.695847	Beta
0.700607	Beta
0.695907	Beta
0.696459	Beta
0.69552	Beta
0.701074	Beta
0.688965	Beta
0.690755	Beta
0.690023	Beta
0.69969	Beta
0.691862	Beta
0.691424	Beta
0.697703	Beta
0.69558	Beta
0.699167	Beta
0.694657	Beta
0.694319	Beta
0.695483	Beta
0.6952	Beta
0.694938	Beta
0.698053	Beta
0.687699	Beta
0.685922	Beta
0.694814	Beta
0.701967	Beta
0.70715	Beta
0.695435	Beta
0.695529	Beta
0.695046	Beta
0.693349	Beta
0.698937	Beta
0.693873	Beta
0.696754	Beta
0.694295	Beta
0.694374	Beta
0.701649	Beta
0.699792	Beta
0.69766	Beta
0.688999	Beta
0.697714	Beta
0.690594	Beta
0.694755	Beta
0.694281	Beta
0.694725	Beta
0.692125	Beta
0.689177	Beta
0.689061	Beta
0.699481	Beta
0.691019	Beta
0.694564	Beta
0.69481	Beta
0.69377	Beta
0.693443	Beta
0.693976	Beta
0.691195	Beta
0.686713	Beta
0.68335	Beta
0.679732	Beta
0.694189	Beta
0.695301	Beta
0.695447	Beta
0.695664	Beta
0.697328	Beta
0.70308	Beta
0.702086	Beta
0.696584	Beta
0.6974	Beta
0.699961	Beta
0.689701	Beta
0.686841	Beta
0.692071	Beta
0.688802	Beta
0.699027	Beta
0.685525	Beta
0.698092	Beta
0.693934	Beta
0.691814	Beta
0.686647	Beta
0.691361	Beta
0.700334	Beta
0.693597	Beta
0.696996	Beta
0.696253	Beta
0.695104	Beta
0.695348	Beta
0.706966	Beta
0.707654	Beta
0.68779	Beta
0.686087	Beta
0.686882	Beta
0.687082	Beta
0.696867	Beta
0.68929	Beta
0.688631	Beta
0.688945	Beta
0.68716	Beta
0.688638	Beta
0.682905	Beta
0.69723	Beta
0.697385	Beta
0.696193	Beta
0.684862	Beta
0.683042	Beta
0.70179	Beta
0.683389	Beta
0.682067	Beta
0.694808	Beta
0.693079	Beta
0.692081	Beta
0.691646	Beta
0.692	Beta
0.692332	Beta
0.696675	Beta
0.696173	Beta
0.693686	Beta
0.692353	Beta
0.69229	Beta
0.692148	Beta
0.696037	Beta
0.695685	Beta
0.693759	Beta
0.689918	Beta
0.686953	Beta
0.687587	Beta
0.6835	Beta
0.691868	Beta
0.703389	Beta
0.702559	Beta
0.700785	Beta
0.699567	Beta
0.70056	Beta
0.695507	Beta
0.690533	Beta
0.688756	Beta
0.694603	Beta
0.699735	Beta
0.691794	Beta
0.699283	Beta
0.694182	Beta
0.699094	Beta
0.697988	Beta
0.699856	Beta
0.701483	Beta
0.702479	Beta
0.701243	Beta
0.695353	Beta
0.689584	Beta
0.688672	Beta
0.695034	Beta
0.700513	Beta
0.700667	Beta
0.693303	Beta
0.696992	Beta
0.69595	Beta
0.695027	Beta
0.695027	Beta
0.682788	Beta
0.693321	Beta
0.686499	Beta
0.697859	Beta
0.691571	Beta
0.691161	Beta
0.691918	Beta
0.688153	Beta
0.682845	Beta
0.685849	Beta
0.68836	Beta
0.686733	Beta
0.689576	Beta
0.69033	Beta
0.691083	Beta
0.689585	Beta
0.69713	Beta
0.691293	Beta
0.698463	Beta
0.698313	Beta
0.695552	Beta
0.706695	Beta
0.702963	Beta
0.694318	Beta
0.691552	Beta
0.689305	Beta
0.692681	Beta
0.690275	Beta
0.689722	Beta
0.690987	Beta
0.690793	Beta
0.690481	Beta
0.689878	Beta
0.689446	Beta
0.697661	Beta
0.700612	Beta
0.694321	Beta
0.692756	Beta
0.697254	Beta
0.696621	Beta
0.699147	Beta
0.686152	Beta
0.687732	Beta
0.691219	Beta
0.683284	Beta
0.699384	Beta
0.69837	Beta
0.692216	Beta
0.692142	Beta
0.693921	Beta
0.693427	Beta
0.691093	Beta
0.697507	Beta
0.69782	Beta
0.696615	Beta
0.697126	Beta
0.694123	Beta
0.697408	Beta
0.698101	Beta
0.686809	Beta
0.691628	Beta
0.69878	Beta
0.697034	Beta
0.693923	Beta
0.688361	Beta
0.700994	Beta
0.694878	Beta
0.693316	Beta
0.68547	Beta
0.701331	Beta
0.69545	Beta
0.694992	Beta
0.689837	Beta
0.70581	Beta
0.693744	Beta
0.694487	Beta
0.695127	Beta
0.69136	Beta
0.694154	Beta
0.694115	Beta
0.693726	Beta
0.695098	Beta
0.698672	Beta
0.694951	Beta
0.694856	Beta
0.694938	Beta
0.691828	Beta
0.698218	Beta
0.68715	Beta
0.693368	Beta
0.694001	Beta
0.6934	Beta
0.697312	Beta
0.696736	Beta
0.68977	Beta
0.697462	Beta
0.687769	Beta
0.689582	Beta
0.687833	Beta
0.687513	Beta
0.68702	Beta
0.693817	Beta
0.687527	Beta
0.687619	Beta
0.686849	Beta
0.687365	Beta
0.686954	Beta
0.694115	Beta
0.693731	Beta
0.694599	Beta
0.696591	Beta
0.693851	Beta
0.698614	Beta
0.698039	Beta
0.699178	Beta
0.686124	Beta
0.688981	Beta
0.695954	Beta
0.696878	Beta
0.698332	Beta
0.697941	Beta
0.703817	Beta
0.697763	Beta
0.693678	Beta
0.691141	Beta
0.689551	Beta
0.689292	Beta
0.691103	Beta
0.696152	Beta
0.696364	Beta
0.688996	Beta
0.689577	Beta
0.690329	Beta
0.695997	Beta
0.693519	Beta
0.696154	Beta
0.692407	Beta
0.697157	Beta
0.69807	Beta
0.683794	Beta
0.691019	Beta
0.690828	Beta
0.69036	Beta
0.684661	Beta
0.681177	Beta
0.702234	Beta
0.691295	Beta
0.69253	Beta
0.699268	Beta
0.692183	Beta
0.693513	Beta
0.693695	Beta
0.693645	Beta
0.694038	Beta
0.693185	Beta
0.689863	Beta
0.689832	Beta
0.688299	Beta
0.68646	Beta
0.690213	Beta
0.690767	Beta
0.697043	Beta
0.694421	Beta
0.692802	Beta
0.69051	Beta
0.697411	Beta
0.6926	Beta
0.69471	Beta
0.693727	Beta
0.6949	Beta
0.699952	Beta
0.691959	Beta
0.691662	Beta
0.693185	Beta
0.695122	Beta
0.692726	Beta
0.689018	Beta
0.692199	Beta
0.702951	Beta
0.690841	Beta
0.691967	Beta
0.693842	Beta
0.691672	Beta
0.687018	Beta
0.689595	Beta
0.691959	Beta
0.690976	Beta
0.703271	Beta
0.689448	Beta
0.688675	Beta
0.689317	Beta
0.686791	Beta
0.688742	Beta
0.693182	Beta
0.69127	Beta
0.697971	Beta
0.697798	Beta
0.68801	Beta
0.69054	Beta
0.699882	Beta
0.697127	Beta
0.69631	Beta
0.697844	Beta
0.67851	Beta
0.690246	Beta
0.694886	Beta
0.698444	Beta
0.686283	Beta
0.690989	Beta
0.690715	Beta
0.696405	Beta
0.697603	Beta
0.697146	Beta
0.695258	Beta
0.685735	Beta
0.688431	Beta
0.688399	Beta
0.697728	Beta
0.694749	Beta
0.693786	Beta
0.695245	Beta
0.692918	Beta
0.69146	Beta
0.687945	Beta
0.692499	Beta
0.691046	Beta
0.69182	Beta
0.692066	Beta
0.694925	Beta
0.700643	Beta
0.690066	Beta
0.690734	Beta
0.694302	Beta
0.696934	Beta
0.695209	Beta
0.693154	Beta
0.692881	Beta
0.692319	Beta
0.689337	Beta
0.687982	Beta
0.699608	Beta
0.693949	Beta
0.68933	Beta
0.697756	Beta
0.697524	Beta
0.70285	Beta
0.702423	Beta
0.69152	Beta
0.692165	Beta
0.691711	Beta
0.701669	Beta
0.700117	Beta
0.690354	Beta
0.685473	Beta
0.692464	Beta
0.693906	Beta
0.689372	Beta
0.695712	Beta
0.699737	Beta
0.694825	Beta
0.69382	Beta
0.697359	Beta
0.698516	Beta
0.69432	Beta
0.694416	Beta
0.697842	Beta
0.694288	Beta
0.692383	Beta
0.693467	Beta
0.696837	Beta
0.688718	Beta
0.68861	Beta
0.688227	Beta
0.685568	Beta
0.697963	Beta
0.695966	Beta
0.696043	Beta
0.696631	Beta
0.691542	Beta
0.694439	Beta
0.694449	Beta
0.695955	Beta
0.695608	Beta
0.693928	Beta
0.699977	Beta
0.68778	Beta
0.688061	Beta
0.698865	Beta
0.696708	Beta
0.689047	Beta
0.690753	Beta
0.690633	Beta
0.689343	Beta
0.685133	Beta
0.687566	Beta
0.699787	Beta
0.697658	Beta
0.698447	Beta
0.698093	Beta
0.687366	Beta
0.685688	Beta
0.697688	Beta
0.682288	Beta
0.685276	Beta
0.688504	Beta
0.691619	Beta
0.693852	Beta
0.691591	Beta
0.691989	Beta
0.688802	Beta
0.688809	Beta
0.693169	Beta
0.695078	Beta
0.696505	Beta
0.695833	Beta
0.695687	Beta
0.695041	Beta
0.692997	Beta
0.703333	Beta
0.694098	Beta
0.691514	Beta
0.689571	Beta
0.693491	Beta
0.705312	Beta
0.6875	Beta
0.689113	Beta
0.69095	Beta
0.693533	Beta
0.695445	Beta
0.696455	Beta
0.69827	Beta
0.693257	Beta
0.697864	Beta
0.686559	Beta
0.686528	Beta
0.688659	Beta
0.688054	Beta
0.700314	Beta
0.68678	Beta
0.689007	Beta
0.69277	Beta
0.697652	Beta
0.69647	Beta
0.692009	Beta
0.691334	Beta
0.699618	Beta
0.691639	Beta
0.690445	Beta
0.69171	Beta
0.692187	Beta
0.693787	Beta
0.699552	Beta
0.695806	Beta
0.702265	Beta
0.700456	Beta
0.701426	Beta
0.694514	Beta
0.693318	Beta
0.689582	Beta
0.691367	Beta
0.693078	Beta
0.698522	Beta
0.692601	Beta
0.687628	Beta
0.688905	Beta
0.685895	Beta
0.700993	Beta
0.694194	Beta
0.691032	Beta
0.693879	Beta
0.680042	Beta
0.679839	Beta
0.689045	Beta
0.685542	Beta
0.70454	Beta
0.702449	Beta
0.702296	Beta
0.702549	Beta
0.687298	Beta
0.702291	Beta
0.694584	Beta
0.696317	Beta
0.682134	Beta
0.681013	Beta
0.68292	Beta
0.690113	Beta
0.689395	Beta
0.694128	Beta
0.689512	Beta
0.689679	Beta
0.68656	Beta
0.697854	Beta
0.69213	Beta
0.691231	Beta
0.684013	Beta
0.685938	Beta
0.698654	Beta
0.693546	Beta
0.692579	Beta
0.68904	Beta
0.706846	Beta
0.694961	Beta
0.695032	Beta
0.689285	Beta
0.692049	Beta
0.690545	Beta
0.689861	Beta
0.689328	Beta
0.701545	Beta
0.701081	Beta
0.693305	Beta
0.693609	Beta
0.697142	Beta
0.692417	Beta
0.693238	Beta
0.696816	Beta
0.697247	Beta
0.702193	Beta
0.69626	Beta
0.690052	Beta
0.697402	Beta
0.695125	Beta
0.691209	Beta
0.700988	Beta
0.70079	Beta
0.685073	Beta
0.691845	Beta
0.689565	Beta
0.693393	Beta
0.699969	Beta
0.701111	Beta
0.692119	Beta
0.686428	Beta
0.687188	Beta
0.686287	Beta
0.697801	Beta
0.692564	Beta
0.696109	Beta
0.688406	Beta
0.700045	Beta
0.691204	Beta
0.696589	Beta
0.69756	Beta
0.6889	Beta
0.693784	Beta
0.698903	Beta
0.701803	Beta
0.697434	Beta
0.694054	Beta
0.69031	Beta
0.699978	Beta
0.695379	Beta
0.69968	Beta
0.688946	Beta
0.691138	Beta
0.691313	Beta
0.693161	Beta
0.687738	Beta
0.69503	Beta
0.697022	Beta
0.698025	Beta
0.693303	Beta
0.695477	Beta
0.69499	Beta
0.691456	Beta
0.691147	Beta
0.68991	Beta
0.690728	Beta
0.691444	Beta
0.686461	Beta
0.695464	Beta
0.702379	Beta
0.702301	Beta
0.700829	Beta
0.699125	Beta
0.698304	Beta
0.697562	Beta
0.694281	Beta
0.695847	Beta
0.694016	Beta
0.702135	Beta
0.696696	Beta
0.693924	Beta
0.69065	Beta
0.692495	Beta
0.698412	Beta
0.698418	Beta
0.700487	Beta
0.699688	Beta
0.699177	Beta
0.693502	Beta
0.694635	Beta
0.691571	Beta
0.698447	Beta
0.69122	Beta
0.685888	Beta
0.690435	Beta
0.690159	Beta
0.691317	Beta
0.682707	Beta
0.695739	Beta
0.693745	Beta
0.693672	Beta
0.693302	Beta
0.70454	Beta
0.693602	Beta
0.69341	Beta
0.681846	Beta
0.686425	Beta
0.684015	Beta
0.694655	Beta
0.683466	Beta
0.684135	Beta
0.694869	Beta
0.695656	Beta
0.694665	Beta
0.694246	Beta
0.692811	Beta
0.691551	Beta
0.689303	Beta
0.687121	Beta
0.70113	Beta
0.699492	Beta
0.698827	Beta
0.69965	Beta
0.697959	Beta
0.697397	Beta
0.688462	Beta
0.691314	Beta
0.688432	Beta
0.684779	Beta
0.690476	Beta
0.688856	Beta
0.698991	Beta
0.69574	Beta
0.698242	Beta
0.69534	Beta
0.696902	Beta
0.687004	Beta
0.69225	Beta
0.689258	Beta
0.691626	Beta
0.690915	Beta
0.690963	Beta
0.698594	Beta
0.682677	Beta
0.683573	Beta
0.685195	Beta
0.698852	Beta
0.698769	Beta
0.69285	Beta
0.691996	Beta
0.693032	Beta
0.689367	Beta
0.689556	Beta
0.689119	Beta
0.687531	Beta
0.692323	Beta
0.698647	Beta
0.697646	Beta
0.686972	Beta
0.689111	Beta
0.690541	Beta
0.69413	Beta
0.693019	Beta
0.691876	Beta
0.692778	Beta
0.697269	Beta
0.692593	Beta
0.693745	Beta
0.699198	Beta
0.692849	Beta
0.690278	Beta
0.693926	Beta
0.693622	Beta
0.693334	Beta
0.69419	Beta
0.69498	Beta
0.694058	Beta
0.693776	Beta
0.687935	Beta
0.696119	Beta
0.700079	Beta
0.698226	Beta
0.684162	Beta
0.682436	Beta
0.683535	Beta
0.67953	Beta
0.690105	Beta
0.692134	Beta
0.697011	Beta
0.691262	Beta
0.698022	Beta
0.693684	Beta
0.696049	Beta
0.698982	Beta
0.69985	Beta
0.697481	Beta
0.699977	Beta
0.702085	Beta
0.692956	Beta
0.693343	Beta
0.693202	Beta
0.69325	Beta
0.696723	Beta
0.690538	Beta
0.691381	Beta
0.698284	Beta
0.690538	Beta
0.691127	Beta
0.691638	Beta
0.692445	Beta
0.686441	Beta
0.685114	Beta
0.698226	Beta
0.694957	Beta
0.695832	Beta
0.697929	Beta
0.697038	Beta
0.696802	Beta
0.705344	Beta
0.688475	Beta
0.688847	Beta
0.695402	Beta
0.694264	Beta
0.69594	Beta
0.694641	Beta
0.698111	Beta
0.697033	Beta
0.69733	Beta
0.708415	Beta
0.693162	Beta
0.692088	Beta
0.690605	Beta
0.690429	Beta
0.698687	Beta
0.693925	Beta
0.689906	Beta
0.691388	Beta
0.692017	Beta
0.694316	Beta
0.687204	Beta
0.688707	Beta
0.683351	Beta
0.686597	Beta
0.686496	Beta
0.702391	Beta
0.701904	Beta
0.703451	Beta
0.694112	Beta
0.698168	Beta
0.700407	Beta
0.69111	Beta
0.695718	Beta
0.69996	Beta
0.680577	Beta
0.68554	Beta
0.686707	Beta
0.6854	Beta
0.68619	Beta
0.686686	Beta
0.702701	Beta
0.698441	Beta
0.699494	Beta
0.687885	Beta
0.691089	Beta
0.694061	Beta
0.695018	Beta
0.684251	Beta
0.68788	Beta
0.69037	Beta
0.686272	Beta
0.68925	Beta
0.685322	Beta
0.693983	Beta
0.694077	Beta
0.695831	Beta
0.686207	Beta
0.69652	Beta
0.700942	Beta
0.705251	Beta
0.704957	Beta
0.695363	Beta
0.695531	Beta
0.692877	Beta
0.687335	Beta
0.690474	Beta
0.687066	Beta
0.695312	Beta
0.695173	Beta
0.694606	Beta
0.695744	Beta
0.693742	Beta
0.690472	Beta
0.690764	Beta
0.69436	Beta
0.698181	Beta
0.677918	Beta
0.67576	Beta
0.676287	Beta
0.676353	Beta
0.676482	Beta
0.674564	Beta
0.695516	Beta
0.69995	Beta
0.700415	Beta
0.689496	Beta
0.689548	Beta
0.692263	Beta
0.696259	Beta
0.692938	Beta
0.692261	Beta
0.693669	Beta
0.692697	Beta
0.687379	Beta
0.693743	Beta
0.701757	Beta
0.701118	Beta
0.701208	Beta
0.697011	Beta
0.700939	Beta
0.696592	Beta
0.691213	Beta
0.688237	Beta
0.691196	Beta
0.694102	Beta
0.692058	Beta
0.691649	Beta
0.695962	Beta
0.697336	Beta
0.699958	Beta
0.700268	Beta
0.693303	Beta
0.692833	Beta
0.681483	Beta
0.700485	Beta
0.701002	Beta
0.700721	Beta
0.695124	Beta
0.694834	Beta
0.694723	Beta
0.683928	Beta
0.694398	Beta
0.699081	Beta
0.70212	Beta
0.702489	Beta
0.702191	Beta
0.692698	Beta
0.694506	Beta
0.694265	Beta
0.699012	Beta
0.691978	Beta
0.691316	Beta
0.69827	Beta
0.694484	Beta
0.696029	Beta
0.69094	Beta
0.689973	Beta
0.698236	Beta
0.699376	Beta
0.699228	Beta
0.706456	Beta
0.706716	Beta
0.707075	Beta
0.704175	Beta
0.703856	Beta
0.696063	Beta
0.693968	Beta
0.693847	Beta
0.689011	Beta
0.690346	Beta
0.690535	Beta
0.68898	Beta
0.69171	Beta
0.695458	Beta
0.695451	Beta
0.69588	Beta
0.696647	Beta
0.699435	Beta
0.69836	Beta
0.689572	Beta
0.69399	Beta
0.692748	Beta
0.692863	Beta
0.701767	Beta
0.697018	Beta
0.696207	Beta
0.694897	Beta
0.693733	Beta
0.690407	Beta
0.690014	Beta
0.688005	Beta
0.694159	Beta
0.68756	Beta
0.697912	Beta
0.701114	Beta
0.693697	Beta
0.694541	Beta
0.686741	Beta
0.68995	Beta
0.688136	Beta
0.688125	Beta
0.699351	Beta
0.69922	Beta
0.682352	Beta
0.682879	Beta
0.695692	Beta
0.692975	Beta
0.691444	Beta
0.693979	Beta
0.694612	Beta
0.697879	Beta
0.693215	Beta
0.696881	Beta
0.693547	Beta
0.69699	Beta
0.688649	Beta
0.70093	Beta
0.705484	Beta
0.705446	Beta
0.693218	Beta
0.692595	Beta
0.696439	Beta
0.693168	Beta
0.691582	Beta
0.695188	Beta
0.695461	Beta
0.69643	Beta
0.697589	Beta
0.694818	Beta
0.698316	Beta
0.687745	Beta
0.695614	Beta
0.692971	Beta
0.694317	Beta
0.69472	Beta
0.697344	Beta
0.685613	Beta
0.682775	Beta
0.681917	Beta
0.690486	Beta
0.697024	Beta
0.693103	Beta
0.693608	Beta
0.694677	Beta
0.694786	Beta
0.695262	Beta
0.689246	Beta
0.688732	Beta
0.697761	Beta
0.694241	Beta
0.693836	Beta
0.693059	Beta
0.697136	Beta
0.692177	Beta
0.684012	Beta
0.683116	Beta
0.696936	Beta
0.684369	Beta
0.686626	Beta
0.693902	Beta
0.693377	Beta
0.686992	Beta
0.689545	Beta
0.69932	Beta
0.697958	Beta
0.699463	Beta
0.700028	Beta
0.691349	Beta
0.692131	Beta
0.681419	Beta
0.682236	Beta
0.67689	Beta
0.703793	Beta
0.701666	Beta
0.693453	Beta
0.696421	Beta
0.69788	Beta
0.69843	Beta
0.698582	Beta
0.699911	Beta
0.699538	Beta
0.704323	Beta
0.698362	Beta
0.691476	Beta
0.691505	Beta
0.691367	Beta
0.699799	Beta
0.693489	Beta
0.693248	Beta
0.691342	Beta
0.690322	Beta
0.693128	Beta
0.693724	Beta
0.691132	Beta
0.690248	Beta
0.691353	Beta
0.69362	Beta
0.69323	Beta
0.687899	Beta
0.683717	Beta
0.691037	Beta
0.689525	Beta
0.690037	Beta
0.691471	Beta
0.694604	Beta
0.697456	Beta
0.697357	Beta
0.699001	Beta
0.688914	Beta
0.688545	Beta
0.68771	Beta
0.688414	Beta
0.68932	Beta
0.68811	Beta
0.686479	Beta
0.687243	Beta
0.688896	Beta
